epoch,train_loss,train_data_loss,val_loss,train_acc,val_acc,lr
1,1.9396159007057312,1.9396159007057312,2.007827166804561,0.37074074074074076,0.4204938271604938,0.03
2,1.3376542890387237,1.3376542890387237,1.4179075749126482,0.5141269841269841,0.4893827160493827,0.03
3,1.204266311832206,1.204266311832206,1.381903062219973,0.5701587301587302,0.5222222222222223,0.03
4,1.1207347765675297,1.1207347765675297,1.3343676459936449,0.6006349206349206,0.5370370370370371,0.03
5,1.0299639427851117,1.0299639427851117,1.5036462080920183,0.6338095238095238,0.5088888888888888,0.03
6,0.9628263834292295,0.9628263834292295,1.4363261660234428,0.6601058201058201,0.5014814814814815,0.027
7,0.9067497405804024,0.9067497405804024,1.2605151682724187,0.6795767195767196,0.5597530864197531,0.027
8,0.8709029399024115,0.8709029399024115,1.2038197680461553,0.6925925925925925,0.5898765432098766,0.027
9,0.8268038816805239,0.8268038816805239,2.514550426742177,0.7085185185185185,0.3928395061728395,0.027
10,0.8059563264644966,0.8059563264644966,1.304366456726451,0.7173015873015873,0.5698765432098766,0.027
11,0.7232239720682618,0.7232239720682618,1.393076731187326,0.7475661375661375,0.5612345679012346,0.024300000000000002
12,0.7068234156805372,0.7068234156805372,1.353249603730661,0.7537037037037037,0.5587654320987654,0.024300000000000002
13,0.6669392740158807,0.6669392740158807,2.2339772285649806,0.768095238095238,0.4185185185185185,0.024300000000000002
14,0.6502138033241192,0.6502138033241192,1.3385920287650308,0.7735978835978836,0.58,0.024300000000000002
15,0.6146863462811425,0.6146863462811425,1.4207298245842075,0.7879365079365079,0.5777777777777777,0.024300000000000002
16,0.5849408177976255,0.5849408177976255,1.479514452263161,0.7983068783068783,0.5651851851851852,0.02187
17,0.545484230669718,0.545484230669718,1.4912385150532663,0.8121693121693122,0.5760493827160493,0.02187
18,0.5698650114876883,0.5698650114876883,1.6419046321327304,0.8047089947089947,0.5434567901234568,0.02187
19,0.5060668022039706,0.5060668022039706,1.6535231034549667,0.823015873015873,0.5750617283950618,0.02187
20,0.5010276345222715,0.5010276345222715,1.6061139594184028,0.8247619047619048,0.5691358024691358,0.02187
21,0.45609216406231834,0.45609216406231834,1.5222001281196689,0.8465608465608465,0.5883950617283951,0.019683
22,0.4385232059602384,0.4385232059602384,1.559993592603707,0.8522751322751323,0.5785185185185185,0.019683
23,0.42142726587240026,0.42142726587240026,1.8826042984738762,0.8567724867724867,0.49679012345679013,0.019683
24,0.40224170202300663,0.40224170202300663,1.7264743938563782,0.8644973544973545,0.5711111111111111,0.019683
25,0.42256034530344466,0.42256034530344466,1.6701253344100198,0.8600529100529101,0.5819753086419753,0.019683
26,0.3713205441974458,0.3713205441974458,2.014868006058681,0.8748677248677249,0.5153086419753087,0.0177147
27,0.3522589697724297,0.3522589697724297,2.049157499383997,0.8822222222222222,0.5323456790123456,0.0177147
28,0.3360113169213451,0.3360113169213451,1.9304074428699636,0.8876719576719577,0.5288888888888889,0.0177147
29,0.33654813602487876,0.33654813602487876,2.254661422070162,0.8890476190476191,0.5404938271604939,0.0177147
30,0.33771586206854964,0.33771586206854964,1.77993189305435,0.8883068783068783,0.5846913580246914,0.0177147
