epoch,train_loss,train_data_loss,val_loss,train_acc,val_acc,lr
1,1.770353199434593,1.763529949692822,1.6760521630298943,0.3565079365079365,0.4106172839506173,0.003
2,1.6016660186611755,1.594805507811289,1.5906407486362222,0.43857142857142856,0.44592592592592595,0.003
3,1.523750383239887,1.516850488400333,1.543109594333319,0.47962962962962963,0.46814814814814815,0.003
4,1.465824605914849,1.4588837331691116,1.5000466629310891,0.5079365079365079,0.49382716049382713,0.003
5,1.4185057811797814,1.4115232784029037,1.4976398175439718,0.5313227513227513,0.49679012345679013,0.003
6,1.3787078070526633,1.3716859361860487,1.4507518717683392,0.5483068783068783,0.5239506172839506,0.0027
7,1.3451125986188253,1.3380521147591726,1.425018847430194,0.5639153439153439,0.5222222222222223,0.0027
8,1.314939323761501,1.3078398917717908,1.4253226017068934,0.576031746031746,0.5140740740740741,0.0027
9,1.2870322181779976,1.2798937413049123,1.3972852659814152,0.5866666666666667,0.5232098765432098,0.0027
10,1.2613599290711124,1.254181200789396,1.3915296429174917,0.5965079365079365,0.5202469135802469,0.0027
11,1.2347175649893307,1.2274999626603706,1.3864329328654725,0.6051322751322751,0.5140740740740741,0.0024300000000000003
12,1.214909514519867,1.2076557568141393,1.3665938293198008,0.6143915343915344,0.5320987654320988,0.0024300000000000003
13,1.1942581430998307,1.1869672373489097,1.366694679790073,0.6226455026455027,0.5395061728395062,0.0024300000000000003
14,1.1733855034820708,1.1660563326134252,1.3401929287262906,0.6295238095238095,0.5518518518518518,0.0024300000000000003
15,1.156270778165948,1.1489039983951226,1.3650228721712843,0.6367195767195767,0.5301234567901234,0.0024300000000000003
16,1.1352748382742734,1.1278710891330053,1.361381781778218,0.6448148148148148,0.5456790123456791,0.002187
17,1.1189844929796255,1.1115450071153186,1.3240418396467044,0.6506878306878306,0.557037037037037,0.002187
18,1.1025109529849257,1.0950355268407752,1.31312849615827,0.6557671957671958,0.5434567901234568,0.002187
19,1.0873809440667104,1.0798692741343583,1.3270753924640608,0.6621164021164021,0.5407407407407407,0.002187
20,1.0717796549570795,1.0642314194119167,1.3043423817481523,0.6706349206349206,0.5604938271604938,0.002187
21,1.0545811361224462,1.0469972548913704,1.3166610704233617,0.6744973544973545,0.548641975308642,0.0019683
22,1.0419835400535535,1.0343660159338088,1.3350052762914586,0.6785714285714286,0.5466666666666666,0.0019683
23,1.0298067561791031,1.0221549203156164,1.294182671794185,0.684021164021164,0.5582716049382717,0.0019683
24,1.0150373855714152,1.0073511998110978,1.3661614349153306,0.6912698412698413,0.5464197530864198,0.0019683
25,1.0040487162993093,0.9963275692450306,1.3191827458511165,0.695026455026455,0.5525925925925926,0.0019683
26,0.9877832081178941,0.980028676128892,1.2827518022796254,0.7028042328042328,0.5632098765432099,0.0017714700000000002
27,0.9770402018106243,0.9692539384125402,1.2882484183488068,0.7056084656084656,0.56,0.0017714700000000002
28,0.967346439741266,0.9595278044352455,1.2989898588627944,0.7095767195767195,0.554074074074074,0.0017714700000000002
29,0.9552864209289555,0.947435185291149,1.2768307007683648,0.713015873015873,0.5676543209876543,0.0017714700000000002
30,0.9422054771432228,0.9343215310888946,1.2807154644271475,0.716984126984127,0.5641975308641975,0.0017714700000000002
