epoch,train_loss,train_data_loss,val_loss,train_acc,val_acc,lr
1,2.136719651295091,2.0042659512777177,1.5178391606719406,0.38497354497354497,0.43876543209876545,0.03
2,1.4411918806517061,1.3094933153586412,1.3179711234128033,0.5231216931216931,0.5096296296296297,0.03
3,1.3130934660145597,1.1819071762650102,1.302561501102683,0.5731746031746032,0.5120987654320988,0.03
4,1.2428694740384207,1.1120329171892196,1.2637604647506901,0.6020634920634921,0.5474074074074075,0.03
5,1.1798649760623705,1.0490243534310155,1.3270411314199,0.6242857142857143,0.5101234567901235,0.03
6,1.0957130469684504,0.9647186891364042,1.4277469448395717,0.6603174603174603,0.5162962962962963,0.027
7,1.0595627557673792,0.9281881429026366,1.3470117432982833,0.6707407407407407,0.568641975308642,0.027
8,1.0163405522902553,0.8844985934666225,1.3583830239449017,0.6904232804232804,0.5545679012345679,0.027
9,0.9818127651068264,0.8492738396654684,1.2735669296170458,0.7030687830687831,0.5654320987654321,0.027
10,0.970735697710047,0.837402757324239,1.4298357582092285,0.7086243386243386,0.5150617283950617,0.027
11,0.8899211281444416,0.7558303516377848,1.24206786915108,0.7393650793650793,0.5955555555555555,0.024300000000000002
12,0.8717182197616206,0.7367080707777114,1.2957702799196595,0.7452380952380953,0.568641975308642,0.024300000000000002
13,0.8365891140485695,0.7006321288542773,1.235261487489865,0.756984126984127,0.5861728395061728,0.024300000000000002
14,0.8228893710853942,0.6859994429886026,1.542203934457567,0.7623809523809524,0.5288888888888889,0.024300000000000002
15,0.7935644268994614,0.6556159008873833,1.2349330683107729,0.774074074074074,0.6022222222222222,0.024300000000000002
16,0.7373684018117919,0.5984213216216476,1.2631679414819788,0.7964021164021164,0.5992592592592593,0.02187
17,0.7184691750747436,0.5785098483322789,1.475171626350026,0.8038624338624338,0.5145679012345679,0.02187
18,0.7897108830070496,0.648757739584282,1.4250559291721863,0.785978835978836,0.5511111111111111,0.02187
19,0.7293320000101523,0.5875055964913949,1.3343287084132065,0.7957142857142857,0.5841975308641976,0.02187
20,0.679857211017508,0.536994869797318,1.5372501370936265,0.8181481481481482,0.5577777777777778,0.02187
21,0.6373698259838044,0.4935603345891155,2.1822225974518576,0.8314285714285714,0.4528395061728395,0.019683
22,0.6463413605568896,0.5016531166576204,1.412456177899867,0.8331216931216932,0.5849382716049383,0.019683
23,0.6028955374449775,0.45727783101576347,1.554437341807801,0.8484656084656085,0.5898765432098766,0.019683
24,0.6085735420737188,0.4620761982284526,1.4719179320629732,0.8448677248677249,0.582962962962963,0.019683
25,0.5979196384082769,0.4505473322086233,1.411732179382701,0.8486772486772487,0.6009876543209877,0.019683
26,0.5622071469051624,0.41401873876178075,1.4049545524738454,0.8623280423280423,0.6064197530864197,0.0177147
27,0.5529550520739726,0.40399804143363205,1.5107975932109503,0.8658201058201058,0.5797530864197531,0.0177147
28,0.5468096712673534,0.3970533665904292,1.4704828148123659,0.8673015873015874,0.5958024691358025,0.0177147
29,0.5706107403505922,0.42018081248752653,1.7128177056489167,0.8631746031746032,0.5407407407407407,0.0177147
30,0.5340605301648601,0.38286310322700984,1.5180134780907337,0.8730687830687831,0.5930864197530864,0.0177147
