epoch,train_loss,train_data_loss,val_loss,train_acc,val_acc,lr
1,1.5994588424289038,1.5994588424289038,1.5788385968738132,0.4423809523809524,0.4525925925925926,0.01
2,1.3757267937332234,1.3757267937332234,1.4645247958618917,0.5419047619047619,0.49061728395061727,0.01
3,1.2735559972379573,1.2735559972379573,1.397557077113493,0.5775132275132275,0.5187654320987655,0.01
4,1.1975514665230242,1.1975514665230242,1.397453998754054,0.6046031746031746,0.5360493827160494,0.01
5,1.134475576587455,1.134475576587455,1.343514070569733,0.6294179894179894,0.5632098765432099,0.01
6,1.0655293609477856,1.0655293609477856,1.3193472837518763,0.6565079365079365,0.5528395061728395,0.009000000000000001
7,1.0215487487480124,1.0215487487480124,1.2964889400387987,0.674074074074074,0.5664197530864198,0.009000000000000001
8,0.9724901211577118,0.9724901211577118,1.3160503848393759,0.6935978835978835,0.5441975308641975,0.009000000000000001
9,0.9357597161222387,0.9357597161222387,1.3116962543534645,0.7066666666666667,0.5725925925925925,0.009000000000000001
10,0.8910122253655126,0.8910122253655126,1.271435215090528,0.7237037037037037,0.568641975308642,0.009000000000000001
11,0.8390133214627624,0.8390133214627624,1.3665119337152551,0.7432804232804233,0.5464197530864198,0.008100000000000001
12,0.8066758999874983,0.8066758999874983,1.2666056316281542,0.7520634920634921,0.565679012345679,0.008100000000000001
13,0.7748247227214632,0.7748247227214632,1.3984432587800202,0.7624867724867724,0.5370370370370371,0.008100000000000001
14,0.7402506634419558,0.7402506634419558,1.5049353165685395,0.7764550264550265,0.4997530864197531,0.008100000000000001
15,0.7128310723531814,0.7128310723531814,1.2845291024667245,0.7858201058201059,0.5879012345679012,0.008100000000000001
16,0.6658013168844596,0.6658013168844596,1.3929232287112578,0.8017460317460318,0.5412345679012346,0.007290000000000001
17,0.6400550649405787,0.6400550649405787,1.3091057419482572,0.8105820105820106,0.5723456790123457,0.007290000000000001
18,0.6139410293291485,0.6139410293291485,1.4172852555027715,0.8214285714285714,0.5335802469135802,0.007290000000000001
19,0.593259903173598,0.593259903173598,1.4380776544264806,0.8276190476190476,0.5454320987654321,0.007290000000000001
20,0.5706217978114173,0.5706217978114173,1.409365194108751,0.8346560846560847,0.5439506172839507,0.007290000000000001
21,0.5316065279516593,0.5316065279516593,1.4089652295760167,0.8492063492063492,0.557283950617284,0.006561
22,0.5097976466461465,0.5097976466461465,1.3923246240027156,0.8564021164021164,0.5654320987654321,0.006561
23,0.5094192096165249,0.5094192096165249,1.5281192235593442,0.8557671957671957,0.5234567901234568,0.006561
24,0.48247586034593126,0.48247586034593126,1.4368545510445112,0.8652380952380953,0.5701234567901234,0.006561
25,0.45905395365265944,0.45905395365265944,1.3926340324496045,0.8744444444444445,0.5767901234567901,0.006561
26,0.43486094008047116,0.43486094008047116,1.6807955018973646,0.88,0.5007407407407407,0.005904900000000001
27,0.41549680620274215,0.41549680620274215,2.3231171855220087,0.8877777777777778,0.3503703703703704,0.005904900000000001
28,0.41412626090503873,0.41412626090503873,1.4548439173639556,0.8876719576719577,0.5676543209876543,0.005904900000000001
29,0.38893008267437973,0.38893008267437973,1.4513693781252262,0.8932275132275133,0.5745679012345679,0.005904900000000001
30,0.3799876421090787,0.3799876421090787,1.7585084462460177,0.8975132275132275,0.4765432098765432,0.005904900000000001
